"","diseaseType","sampleType","datasetName","minorityClassSize","majorityClassSize","minorityClassName","majorityClassName","aucroc","aupr"
"610","Colon Adenocarcinoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",409,11155,"Colon Adenocarcinoma","OtherCancerType",0.791564187236044,0.32135869205503
"611","Esophageal Carcinoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",253,11311,"Esophageal Carcinoma","OtherCancerType",0.995547696237351,0.846719776368275
"612","Kidney Renal Clear Cell Carcinoma","Stage I vs IV","vsnmDataGenusKrakenQCFilt",170,495,"Stage4","Stage1",0.537360890302067,0.282776430048674
"613","Head and Neck Squamous Cell Carcinoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",167,11397,"Head and Neck Squamous Cell Carcinoma","OtherCancerType",0.996308862240421,0.872699073799445
"614","Kidney Chromophobe","Primary Tumor","vsnmDataGenusKrakenQCFilt",116,11448,"Kidney Chromophobe","OtherCancerType",0.859424783308781,0.189303588790509
"615","Lung Adenocarcinoma","Stage I vs IV","vsnmDataGenusKrakenQCFilt",39,343,"Stage4","Stage1",0.46969696969697,0.0922745921556591
"616","Kidney Renal Papillary Cell Carcinoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",321,11243,"Kidney Renal Papillary Cell Carcinoma","OtherCancerType",0.78393139580862,0.078096391299866
"617","Liver Hepatocellular Carcinoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",416,11148,"Liver Hepatocellular Carcinoma","OtherCancerType",0.837930718475073,0.218451199949655
"618","Lung Adenocarcinoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",653,10911,"Lung Adenocarcinoma","OtherCancerType",0.847830344622279,0.380612120270588
"619","Rectum Adenocarcinoma","Stage I vs IV","vsnmDataGenusKrakenQCFilt",25,25,"Stage1","Stage1",0.326530612244898,0.384125914518795
"620","Rectum Adenocarcinoma","Stage I vs IV","vsnmDataGenusKrakenQCFilt",25,25,"Stage4","Stage4",0.326530612244898,0.384125914518795
"621","Lymphoid Neoplasm Diffuse Large B-cell Lymphoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",54,11510,"Lymphoid Neoplasm Diffuse Large B-cell Lymphoma","OtherCancerType",0.742524616275702,0.0775812328126629
"622","Stomach Adenocarcinoma","Stage I vs IV","vsnmDataGenusKrakenQCFilt",93,124,"Stage4","Stage1",0.848848848848849,0.823278695174464
"623","Ovarian Serous Cystadenocarcinoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",896,10668,"Ovarian Serous Cystadenocarcinoma","OtherCancerType",0.998703358208955,0.986676256378646
"624","Thyroid Carcinoma","Stage I vs IV","vsnmDataGenusKrakenQCFilt",76,363,"Stage4","Stage1",0.539983164983165,0.192112123052863
"625","Pheochromocytoma and Paraganglioma","Primary Tumor","vsnmDataGenusKrakenQCFilt",178,11386,"Pheochromocytoma and Paraganglioma","OtherCancerType",0.808630072653941,0.0570318502318227
"626","Prostate Adenocarcinoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",632,10932,"Prostate Adenocarcinoma","OtherCancerType",0.819145726129563,0.328021885462238
"627","Rectum Adenocarcinoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",152,11412,"Rectum Adenocarcinoma","OtherCancerType",0.807400915376375,0.244705373614346
"628","Sarcoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",40,11524,"Sarcoma","OtherCancerType",0.999325040979655,0.738094975344111
"629","Skin Cutaneous Melanoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",120,11444,"Skin Cutaneous Melanoma","OtherCancerType",0.652506715862381,0.0254363240884688
"630","Stomach Adenocarcinoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",850,10714,"Stomach Adenocarcinoma","OtherCancerType",0.992583915955928,0.94341890335046
"631","Testicular Germ Cell Tumors","Primary Tumor","vsnmDataGenusKrakenQCFilt",134,11430,"Testicular Germ Cell Tumors","OtherCancerType",0.83688393117527,0.0406428080424135
"632","Thymoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",120,11444,"Thymoma","OtherCancerType",0.730540181894682,0.0196137124795664
"633","Thyroid Carcinoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",655,10909,"Thyroid Carcinoma","OtherCancerType",0.96135890175141,0.743457506490648
"634","Uterine Carcinosarcoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",57,11507,"Uterine Carcinosarcoma","OtherCancerType",0.624821075591303,0.00724768463121336
"635","Uterine Corpus Endometrial Carcinoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",332,11232,"Uterine Corpus Endometrial Carcinoma","OtherCancerType",0.81110001768951,0.281291493441954
"636","Uveal Melanoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",131,11433,"Uveal Melanoma","OtherCancerType",0.875144880394224,0.397752582745249
"637","Bladder Urothelial Carcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt",36,622,"Bladder Urothelial Carcinoma","OtherCancerType",0.908602150537634,0.440504930366343
"638","Breast Invasive Carcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt",82,576,"Breast Invasive Carcinoma","OtherCancerType",1,1
"639","Colon Adenocarcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt",64,594,"Colon Adenocarcinoma","OtherCancerType",0.964222353636901,0.696852957607318
"640","Esophageal Carcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt",30,628,"Esophageal Carcinoma","OtherCancerType",0.989952718676123,0.810793417329672
"641","Head and Neck Squamous Cell Carcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt",31,627,"Head and Neck Squamous Cell Carcinoma","OtherCancerType",0.965721040189125,0.556152880536442
"642","Cholangiocarcinoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",36,11528,"Cholangiocarcinoma","OtherCancerType",0.740485829959514,0.00569028839035889
"643","Colon Adenocarcinoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",409,11155,"Colon Adenocarcinoma","OtherCancerType",0.791564187236044,0.32135869205503
"644","Esophageal Carcinoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",253,11311,"Esophageal Carcinoma","OtherCancerType",0.995547696237351,0.846719776368275
"645","Liver Hepatocellular Carcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt",21,637,"Liver Hepatocellular Carcinoma","OtherCancerType",0.966841186736475,0.363097120283505
"646","Lung Adenocarcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt",66,592,"Lung Adenocarcinoma","OtherCancerType",0.952126077906631,0.858022412553025
"647","Kidney Chromophobe","Primary Tumor","vsnmDataGenusKrakenQCFilt",116,11448,"Kidney Chromophobe","OtherCancerType",0.859424783308781,0.189303588790509
"648","Rectum Adenocarcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt",33,625,"Rectum Adenocarcinoma","OtherCancerType",0.983363042186572,0.743503493287474
"649","Skin Cutaneous Melanoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt",74,584,"Skin Cutaneous Melanoma","OtherCancerType",0.91038961038961,0.579866042709499
"650","Stomach Adenocarcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt",64,594,"Stomach Adenocarcinoma","OtherCancerType",0.950916617386162,0.770181962407011
"651","Thyroid Carcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt",89,569,"Thyroid Carcinoma","OtherCancerType",0.934389140271493,0.699790575676476
"652","Uveal Melanoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt",21,637,"Uveal Melanoma","OtherCancerType",0.986038394415358,0.797125618299723
"653","Lymphoid Neoplasm Diffuse Large B-cell Lymphoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",54,11510,"Lymphoid Neoplasm Diffuse Large B-cell Lymphoma","OtherCancerType",0.742524616275702,0.0775812328126629
"654","Stomach Adenocarcinoma","Stage I vs IV","vsnmDataGenusKrakenQCFilt",93,124,"Stage4","Stage1",0.848848848848849,0.823278695174464
"655","Ovarian Serous Cystadenocarcinoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",896,10668,"Ovarian Serous Cystadenocarcinoma","OtherCancerType",0.998703358208955,0.986676256378646
"656","Thyroid Carcinoma","Stage I vs IV","vsnmDataGenusKrakenQCFilt",76,363,"Stage4","Stage1",0.539983164983165,0.192112123052863
"657","Pheochromocytoma and Paraganglioma","Primary Tumor","vsnmDataGenusKrakenQCFilt",178,11386,"Pheochromocytoma and Paraganglioma","OtherCancerType",0.808630072653941,0.0570318502318227
"658","Prostate Adenocarcinoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",632,10932,"Prostate Adenocarcinoma","OtherCancerType",0.819145726129563,0.328021885462238
"659","Rectum Adenocarcinoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",152,11412,"Rectum Adenocarcinoma","OtherCancerType",0.807400915376375,0.244705373614346
"660","Sarcoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",40,11524,"Sarcoma","OtherCancerType",0.999325040979655,0.738094975344111
"661","Skin Cutaneous Melanoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",120,11444,"Skin Cutaneous Melanoma","OtherCancerType",0.652506715862381,0.0254363240884688
"662","Stomach Adenocarcinoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",850,10714,"Stomach Adenocarcinoma","OtherCancerType",0.992583915955928,0.94341890335046
"663","Testicular Germ Cell Tumors","Primary Tumor","vsnmDataGenusKrakenQCFilt",134,11430,"Testicular Germ Cell Tumors","OtherCancerType",0.83688393117527,0.0406428080424135
"664","Thymoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",120,11444,"Thymoma","OtherCancerType",0.730540181894682,0.0196137124795664
"665","Thyroid Carcinoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",655,10909,"Thyroid Carcinoma","OtherCancerType",0.96135890175141,0.743457506490648
"666","Uterine Carcinosarcoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",57,11507,"Uterine Carcinosarcoma","OtherCancerType",0.624821075591303,0.00724768463121336
"667","Uterine Corpus Endometrial Carcinoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",332,11232,"Uterine Corpus Endometrial Carcinoma","OtherCancerType",0.81110001768951,0.281291493441954
"668","Uveal Melanoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",131,11433,"Uveal Melanoma","OtherCancerType",0.875144880394224,0.397752582745249
"669","Bladder Urothelial Carcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt",36,622,"Bladder Urothelial Carcinoma","OtherCancerType",0.908602150537634,0.440504930366343
"670","Breast Invasive Carcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt",82,576,"Breast Invasive Carcinoma","OtherCancerType",1,1
"671","Colon Adenocarcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt",64,594,"Colon Adenocarcinoma","OtherCancerType",0.964222353636901,0.696852957607318
"672","Esophageal Carcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt",30,628,"Esophageal Carcinoma","OtherCancerType",0.989952718676123,0.810793417329672
"673","Head and Neck Squamous Cell Carcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt",31,627,"Head and Neck Squamous Cell Carcinoma","OtherCancerType",0.965721040189125,0.556152880536442
"674","Cholangiocarcinoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",36,11528,"Cholangiocarcinoma","OtherCancerType",0.740485829959514,0.00569028839035889
"675","Colon Adenocarcinoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",409,11155,"Colon Adenocarcinoma","OtherCancerType",0.791564187236044,0.32135869205503
"676","Esophageal Carcinoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",253,11311,"Esophageal Carcinoma","OtherCancerType",0.995547696237351,0.846719776368275
"677","Liver Hepatocellular Carcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt",21,637,"Liver Hepatocellular Carcinoma","OtherCancerType",0.966841186736475,0.363097120283505
"678","Lung Adenocarcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt",66,592,"Lung Adenocarcinoma","OtherCancerType",0.952126077906631,0.858022412553025
"679","Kidney Chromophobe","Primary Tumor","vsnmDataGenusKrakenQCFilt",116,11448,"Kidney Chromophobe","OtherCancerType",0.859424783308781,0.189303588790509
"680","Rectum Adenocarcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt",33,625,"Rectum Adenocarcinoma","OtherCancerType",0.983363042186572,0.743503493287474
"681","Skin Cutaneous Melanoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt",74,584,"Skin Cutaneous Melanoma","OtherCancerType",0.91038961038961,0.579866042709499
"682","Stomach Adenocarcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt",64,594,"Stomach Adenocarcinoma","OtherCancerType",0.950916617386162,0.770181962407011
"683","Thyroid Carcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt",89,569,"Thyroid Carcinoma","OtherCancerType",0.934389140271493,0.699790575676476
"684","Uveal Melanoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt",21,637,"Uveal Melanoma","OtherCancerType",0.986038394415358,0.797125618299723
"685","Lymphoid Neoplasm Diffuse Large B-cell Lymphoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",54,11510,"Lymphoid Neoplasm Diffuse Large B-cell Lymphoma","OtherCancerType",0.742524616275702,0.0775812328126629
"686","Stomach Adenocarcinoma","Stage I vs IV","vsnmDataGenusKrakenQCFilt",93,124,"Stage4","Stage1",0.848848848848849,0.823278695174464
"687","Ovarian Serous Cystadenocarcinoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",896,10668,"Ovarian Serous Cystadenocarcinoma","OtherCancerType",0.998703358208955,0.986676256378646
"688","Thyroid Carcinoma","Stage I vs IV","vsnmDataGenusKrakenQCFilt",76,363,"Stage4","Stage1",0.539983164983165,0.192112123052863
"689","Pheochromocytoma and Paraganglioma","Primary Tumor","vsnmDataGenusKrakenQCFilt",178,11386,"Pheochromocytoma and Paraganglioma","OtherCancerType",0.808630072653941,0.0570318502318227
"690","Prostate Adenocarcinoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",632,10932,"Prostate Adenocarcinoma","OtherCancerType",0.819145726129563,0.328021885462238
"691","Rectum Adenocarcinoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",152,11412,"Rectum Adenocarcinoma","OtherCancerType",0.807400915376375,0.244705373614346
"692","Sarcoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",40,11524,"Sarcoma","OtherCancerType",0.999325040979655,0.738094975344111
"693","Skin Cutaneous Melanoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",120,11444,"Skin Cutaneous Melanoma","OtherCancerType",0.652506715862381,0.0254363240884688
"694","Stomach Adenocarcinoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",850,10714,"Stomach Adenocarcinoma","OtherCancerType",0.992583915955928,0.94341890335046
"695","Testicular Germ Cell Tumors","Primary Tumor","vsnmDataGenusKrakenQCFilt",134,11430,"Testicular Germ Cell Tumors","OtherCancerType",0.83688393117527,0.0406428080424135
"696","Thymoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",120,11444,"Thymoma","OtherCancerType",0.730540181894682,0.0196137124795664
"697","Thyroid Carcinoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",655,10909,"Thyroid Carcinoma","OtherCancerType",0.96135890175141,0.743457506490648
"698","Uterine Carcinosarcoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",57,11507,"Uterine Carcinosarcoma","OtherCancerType",0.624821075591303,0.00724768463121336
"699","Uterine Corpus Endometrial Carcinoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",332,11232,"Uterine Corpus Endometrial Carcinoma","OtherCancerType",0.81110001768951,0.281291493441954
"700","Uveal Melanoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",131,11433,"Uveal Melanoma","OtherCancerType",0.875144880394224,0.397752582745249
"701","Bladder Urothelial Carcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt",36,622,"Bladder Urothelial Carcinoma","OtherCancerType",0.908602150537634,0.440504930366343
"702","Breast Invasive Carcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt",82,576,"Breast Invasive Carcinoma","OtherCancerType",1,1
"703","Colon Adenocarcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt",64,594,"Colon Adenocarcinoma","OtherCancerType",0.964222353636901,0.696852957607318
"704","Esophageal Carcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt",30,628,"Esophageal Carcinoma","OtherCancerType",0.989952718676123,0.810793417329672
"705","Head and Neck Squamous Cell Carcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt",31,627,"Head and Neck Squamous Cell Carcinoma","OtherCancerType",0.965721040189125,0.556152880536442
"706","Cholangiocarcinoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",36,11528,"Cholangiocarcinoma","OtherCancerType",0.740485829959514,0.00569028839035889
"707","Colon Adenocarcinoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",409,11155,"Colon Adenocarcinoma","OtherCancerType",0.791564187236044,0.32135869205503
"708","Esophageal Carcinoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",253,11311,"Esophageal Carcinoma","OtherCancerType",0.995547696237351,0.846719776368275
"709","Liver Hepatocellular Carcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt",21,637,"Liver Hepatocellular Carcinoma","OtherCancerType",0.966841186736475,0.363097120283505
"710","Lung Adenocarcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt",66,592,"Lung Adenocarcinoma","OtherCancerType",0.952126077906631,0.858022412553025
"711","Kidney Chromophobe","Primary Tumor","vsnmDataGenusKrakenQCFilt",116,11448,"Kidney Chromophobe","OtherCancerType",0.859424783308781,0.189303588790509
"712","Rectum Adenocarcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt",33,625,"Rectum Adenocarcinoma","OtherCancerType",0.983363042186572,0.743503493287474
"713","Skin Cutaneous Melanoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt",74,584,"Skin Cutaneous Melanoma","OtherCancerType",0.91038961038961,0.579866042709499
"714","Stomach Adenocarcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt",64,594,"Stomach Adenocarcinoma","OtherCancerType",0.950916617386162,0.770181962407011
"715","Thyroid Carcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt",89,569,"Thyroid Carcinoma","OtherCancerType",0.934389140271493,0.699790575676476
"716","Uveal Melanoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt",21,637,"Uveal Melanoma","OtherCancerType",0.986038394415358,0.797125618299723
"717","Lymphoid Neoplasm Diffuse Large B-cell Lymphoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",54,11510,"Lymphoid Neoplasm Diffuse Large B-cell Lymphoma","OtherCancerType",0.742524616275702,0.0775812328126629
"718","Stomach Adenocarcinoma","Stage I vs IV","vsnmDataGenusKrakenQCFilt",93,124,"Stage4","Stage1",0.848848848848849,0.823278695174464
"719","Ovarian Serous Cystadenocarcinoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",896,10668,"Ovarian Serous Cystadenocarcinoma","OtherCancerType",0.998703358208955,0.986676256378646
"720","Thyroid Carcinoma","Stage I vs IV","vsnmDataGenusKrakenQCFilt",76,363,"Stage4","Stage1",0.539983164983165,0.192112123052863
"721","Pheochromocytoma and Paraganglioma","Primary Tumor","vsnmDataGenusKrakenQCFilt",178,11386,"Pheochromocytoma and Paraganglioma","OtherCancerType",0.808630072653941,0.0570318502318227
"722","Prostate Adenocarcinoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",632,10932,"Prostate Adenocarcinoma","OtherCancerType",0.819145726129563,0.328021885462238
"723","Rectum Adenocarcinoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",152,11412,"Rectum Adenocarcinoma","OtherCancerType",0.807400915376375,0.244705373614346
"724","Sarcoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",40,11524,"Sarcoma","OtherCancerType",0.999325040979655,0.738094975344111
"725","Skin Cutaneous Melanoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",120,11444,"Skin Cutaneous Melanoma","OtherCancerType",0.652506715862381,0.0254363240884688
"726","Stomach Adenocarcinoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",850,10714,"Stomach Adenocarcinoma","OtherCancerType",0.992583915955928,0.94341890335046
"727","Testicular Germ Cell Tumors","Primary Tumor","vsnmDataGenusKrakenQCFilt",134,11430,"Testicular Germ Cell Tumors","OtherCancerType",0.83688393117527,0.0406428080424135
"728","Thymoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",120,11444,"Thymoma","OtherCancerType",0.730540181894682,0.0196137124795664
"729","Thyroid Carcinoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",655,10909,"Thyroid Carcinoma","OtherCancerType",0.96135890175141,0.743457506490648
"730","Uterine Carcinosarcoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",57,11507,"Uterine Carcinosarcoma","OtherCancerType",0.624821075591303,0.00724768463121336
"731","Uterine Corpus Endometrial Carcinoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",332,11232,"Uterine Corpus Endometrial Carcinoma","OtherCancerType",0.81110001768951,0.281291493441954
"732","Uveal Melanoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",131,11433,"Uveal Melanoma","OtherCancerType",0.875144880394224,0.397752582745249
"733","Bladder Urothelial Carcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt",36,622,"Bladder Urothelial Carcinoma","OtherCancerType",0.908602150537634,0.440504930366343
"734","Breast Invasive Carcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt",82,576,"Breast Invasive Carcinoma","OtherCancerType",1,1
"735","Breast Invasive Carcinoma","Stage I vs IV","vsnmDataGenusKrakenQCFilt",20,200,"Stage4","Stage1",0.427777777777778,0.073947428679599
"736","Esophageal Carcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt",30,628,"Esophageal Carcinoma","OtherCancerType",0.989952718676123,0.810793417329672
"737","Colon Adenocarcinoma","Stage I vs IV","vsnmDataGenusKrakenQCFilt",53,69,"Stage4","Stage1",0.61,0.613943040145551
"738","Cholangiocarcinoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",36,11528,"Cholangiocarcinoma","OtherCancerType",0.740485829959514,0.00569028839035889
"739","Colon Adenocarcinoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",409,11155,"Colon Adenocarcinoma","OtherCancerType",0.791564187236044,0.32135869205503
"740","Esophageal Carcinoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",253,11311,"Esophageal Carcinoma","OtherCancerType",0.995547696237351,0.846719776368275
"741","Kidney Renal Clear Cell Carcinoma","Stage I vs IV","vsnmDataGenusKrakenQCFilt",170,495,"Stage4","Stage1",0.537360890302067,0.282776430048674
"742","Lung Adenocarcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt",66,592,"Lung Adenocarcinoma","OtherCancerType",0.952126077906631,0.858022412553025
"743","Kidney Chromophobe","Primary Tumor","vsnmDataGenusKrakenQCFilt",116,11448,"Kidney Chromophobe","OtherCancerType",0.859424783308781,0.189303588790509
"744","Lung Adenocarcinoma","Stage I vs IV","vsnmDataGenusKrakenQCFilt",39,343,"Stage4","Stage1",0.46969696969697,0.0922745921556591
"745","Skin Cutaneous Melanoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt",74,584,"Skin Cutaneous Melanoma","OtherCancerType",0.91038961038961,0.579866042709499
"746","Stomach Adenocarcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt",64,594,"Stomach Adenocarcinoma","OtherCancerType",0.950916617386162,0.770181962407011
"747","Thyroid Carcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt",89,569,"Thyroid Carcinoma","OtherCancerType",0.934389140271493,0.699790575676476
"748","Rectum Adenocarcinoma","Stage I vs IV","vsnmDataGenusKrakenQCFilt",25,25,"Stage1","Stage1",0.326530612244898,0.384125914518795
"749","Rectum Adenocarcinoma","Stage I vs IV","vsnmDataGenusKrakenQCFilt",25,25,"Stage4","Stage4",0.326530612244898,0.384125914518795
"750","Lymphoid Neoplasm Diffuse Large B-cell Lymphoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",54,11510,"Lymphoid Neoplasm Diffuse Large B-cell Lymphoma","OtherCancerType",0.742524616275702,0.0775812328126629
"751","Stomach Adenocarcinoma","Stage I vs IV","vsnmDataGenusKrakenQCFilt",93,124,"Stage4","Stage1",0.848848848848849,0.823278695174464
"752","Ovarian Serous Cystadenocarcinoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",896,10668,"Ovarian Serous Cystadenocarcinoma","OtherCancerType",0.998703358208955,0.986676256378646
"753","Thyroid Carcinoma","Stage I vs IV","vsnmDataGenusKrakenQCFilt",76,363,"Stage4","Stage1",0.539983164983165,0.192112123052863
"754","Pheochromocytoma and Paraganglioma","Primary Tumor","vsnmDataGenusKrakenQCFilt",178,11386,"Pheochromocytoma and Paraganglioma","OtherCancerType",0.808630072653941,0.0570318502318227
"755","Prostate Adenocarcinoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",632,10932,"Prostate Adenocarcinoma","OtherCancerType",0.819145726129563,0.328021885462238
"756","Rectum Adenocarcinoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",152,11412,"Rectum Adenocarcinoma","OtherCancerType",0.807400915376375,0.244705373614346
"757","Sarcoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",40,11524,"Sarcoma","OtherCancerType",0.999325040979655,0.738094975344111
"758","Skin Cutaneous Melanoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",120,11444,"Skin Cutaneous Melanoma","OtherCancerType",0.652506715862381,0.0254363240884688
"759","Stomach Adenocarcinoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",850,10714,"Stomach Adenocarcinoma","OtherCancerType",0.992583915955928,0.94341890335046
"760","Testicular Germ Cell Tumors","Primary Tumor","vsnmDataGenusKrakenQCFilt",134,11430,"Testicular Germ Cell Tumors","OtherCancerType",0.83688393117527,0.0406428080424135
"761","Thymoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",120,11444,"Thymoma","OtherCancerType",0.730540181894682,0.0196137124795664
"762","Thyroid Carcinoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",655,10909,"Thyroid Carcinoma","OtherCancerType",0.96135890175141,0.743457506490648
"763","Uterine Carcinosarcoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",57,11507,"Uterine Carcinosarcoma","OtherCancerType",0.624821075591303,0.00724768463121336
"764","Uterine Corpus Endometrial Carcinoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",332,11232,"Uterine Corpus Endometrial Carcinoma","OtherCancerType",0.81110001768951,0.281291493441954
"765","Uveal Melanoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",131,11433,"Uveal Melanoma","OtherCancerType",0.875144880394224,0.397752582745249
"766","Bladder Urothelial Carcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt",36,622,"Bladder Urothelial Carcinoma","OtherCancerType",0.908602150537634,0.440504930366343
"767","Breast Invasive Carcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt",82,576,"Breast Invasive Carcinoma","OtherCancerType",1,1
"768","Breast Invasive Carcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt",25,447,"Breast Invasive Carcinoma","OtherCancerType",0.988272921108742,0.634018901296553
